origem,destino,tempo,linha,tipo_via,distancia_m,peso
estacao_76,estacao_84,42,L34,coletora,23478,42
estacao_348,estacao_105,92,L38,coletora,50232,92
estacao_460,estacao_261,58,L4,coletora,32886,58
estacao_262,estacao_212,59,L37,avenida,46374,59
estacao_236,estacao_344,40,L47,avenida,28080,40
estacao_130,estacao_418,1,L48,avenida,796,1
estacao_37,estacao_23,55,L23,local,29260,55
estacao_277,estacao_30,9,L31,avenida,5814,9
estacao_209,estacao_92,99,L9,local,99000,99
estacao_373,estacao_330,54,L24,coletora,39366,54
estacao_445,estacao_469,49,L25,avenida,41601,49
estacao_493,estacao_338,70,L9,local,65800,70
estacao_178,estacao_60,23,L35,coletora,17710,23
estacao_65,estacao_372,29,L1,avenida,29000,29
estacao_152,estacao_237,87,L47,local,62379,87
estacao_272,estacao_194,30,L16,coletora,20310,30
estacao_79,estacao_141,25,L47,avenida,12900,25
estacao_414,estacao_338,54,L40,avenida,33642,54
estacao_105,estacao_34,13,L39,avenida,9464,13
estacao_306,estacao_344,91,L4,avenida,79989,91
estacao_22,estacao_205,57,L15,local,34827,57
estacao_386,estacao_442,100,L4,avenida,75700,100
estacao_148,estacao_119,94,L37,coletora,74730,94
estacao_306,estacao_395,87,L21,avenida,56898,87
estacao_448,estacao_73,85,L34,avenida,60435,85
estacao_153,estacao_140,8,L36,local,7600,8
estacao_376,estacao_466,23,L41,local,16514,23
estacao_284,estacao_253,7,L23,local,5901,7
estacao_195,estacao_402,68,L21,local,48484,68
estacao_209,estacao_76,39,L25,avenida,34554,39
estacao_275,estacao_242,31,L15,coletora,29109,31
estacao_362,estacao_73,60,L4,local,42660,60
estacao_495,estacao_213,72,L34,avenida,50256,72
estacao_124,estacao_130,27,L22,local,14580,27
estacao_472,estacao_230,48,L6,local,41760,48
estacao_424,estacao_97,7,L18,coletora,5908,7
estacao_309,estacao_308,6,L5,avenida,5466,6
estacao_389,estacao_300,93,L43,local,56823,93
estacao_245,estacao_106,43,L20,avenida,26144,43
estacao_479,estacao_97,95,L8,local,84170,95
estacao_245,estacao_468,32,L45,local,27520,32
estacao_104,estacao_203,31,L36,coletora,27807,31
estacao_144,estacao_194,60,L35,local,40980,60
estacao_157,estacao_133,47,L33,coletora,34686,47
estacao_50,estacao_411,93,L31,coletora,90024,93
estacao_104,estacao_189,41,L27,avenida,32308,41
estacao_442,estacao_113,95,L10,avenida,60135,95
estacao_283,estacao_478,75,L38,local,53475,75
estacao_151,estacao_78,26,L22,avenida,18044,26
estacao_291,estacao_426,32,L32,local,26720,32
estacao_483,estacao_350,44,L17,coletora,43736,44
estacao_370,estacao_328,95,L32,coletora,55670,95
estacao_375,estacao_407,46,L11,avenida,39928,46
estacao_279,estacao_250,24,L35,local,23760,24
estacao_30,estacao_268,5,L5,local,2620,5
estacao_391,estacao_3,53,L9,local,32754,53
estacao_34,estacao_362,20,L1,avenida,15160,20
estacao_233,estacao_191,8,L40,local,6728,8
estacao_478,estacao_315,62,L43,coletora,31496,62
estacao_3,estacao_272,71,L27,avenida,36068,71
estacao_271,estacao_369,36,L35,coletora,18288,36
estacao_257,estacao_416,90,L44,coletora,82080,90
estacao_481,estacao_465,23,L7,avenida,17664,23
estacao_76,estacao_123,25,L40,local,15725,25
estacao_417,estacao_181,35,L26,avenida,24185,35
estacao_491,estacao_207,59,L37,avenida,50504,59
estacao_115,estacao_153,88,L6,local,82632,88
estacao_332,estacao_388,5,L6,coletora,3470,5
estacao_193,estacao_282,61,L4,local,30744,61
estacao_359,estacao_87,11,L32,coletora,9130,11
estacao_401,estacao_169,73,L7,local,70810,73
estacao_21,estacao_117,28,L45,local,20804,28
estacao_138,estacao_23,10,L44,coletora,9600,10
estacao_278,estacao_288,85,L3,avenida,82875,85
estacao_435,estacao_161,3,L14,local,1719,3
estacao_385,estacao_420,92,L26,avenida,60076,92
estacao_83,estacao_288,31,L37,coletora,26226,31
estacao_459,estacao_276,43,L25,local,24553,43
estacao_404,estacao_352,93,L6,local,81933,93
estacao_498,estacao_177,7,L7,coletora,4326,7
estacao_429,estacao_38,44,L39,local,43472,44
estacao_304,estacao_203,100,L21,avenida,82400,100
estacao_139,estacao_401,58,L32,avenida,39556,58
estacao_283,estacao_481,49,L28,avenida,41552,49
estacao_299,estacao_338,49,L6,local,31899,49
estacao_408,estacao_126,92,L5,avenida,58604,92
estacao_78,estacao_194,92,L41,avenida,80776,92
estacao_199,estacao_162,47,L7,avenida,23594,47
estacao_482,estacao_157,57,L24,coletora,31464,57
estacao_67,estacao_44,24,L28,coletora,18840,24
estacao_284,estacao_262,53,L7,avenida,28885,53
estacao_181,estacao_283,12,L39,local,10812,12
estacao_166,estacao_442,50,L1,coletora,35550,50
estacao_198,estacao_398,11,L47,local,10593,11
estacao_124,estacao_292,67,L11,local,46498,67
estacao_86,estacao_71,35,L20,coletora,26320,35
estacao_74,estacao_32,22,L28,coletora,15730,22
estacao_153,estacao_247,10,L24,coletora,9830,10
estacao_126,estacao_369,81,L32,local,66015,81
estacao_100,estacao_234,14,L9,coletora,7042,14
estacao_485,estacao_202,43,L40,coletora,39173,43
estacao_441,estacao_168,57,L22,coletora,52269,57
estacao_421,estacao_440,84,L39,avenida,54852,84
estacao_164,estacao_308,89,L13,coletora,58740,89
estacao_90,estacao_493,51,L21,coletora,44676,51
estacao_355,estacao_324,63,L37,avenida,41958,63
estacao_192,estacao_143,51,L24,avenida,49827,51
estacao_288,estacao_102,76,L35,avenida,64524,76
estacao_393,estacao_281,4,L47,coletora,3928,4
estacao_362,estacao_107,57,L19,local,30495,57
estacao_419,estacao_434,53,L44,coletora,30263,53
estacao_324,estacao_155,31,L17,local,17918,31
estacao_366,estacao_216,49,L5,coletora,39494,49
estacao_245,estacao_298,52,L35,local,50544,52
estacao_471,estacao_445,89,L27,local,46102,89
estacao_404,estacao_495,47,L45,local,37788,47
estacao_326,estacao_468,11,L7,avenida,9196,11
estacao_340,estacao_181,22,L42,local,11484,22
estacao_288,estacao_330,87,L42,coletora,86565,87
estacao_385,estacao_169,56,L7,avenida,30800,56
estacao_132,estacao_113,66,L48,local,51810,66
estacao_297,estacao_352,74,L15,coletora,51134,74
estacao_200,estacao_237,99,L44,local,84447,99
estacao_256,estacao_77,45,L2,coletora,24885,45
estacao_151,estacao_212,11,L8,local,6292,11
estacao_178,estacao_159,44,L30,avenida,33704,44
estacao_247,estacao_178,61,L7,coletora,53009,61
estacao_356,estacao_231,41,L5,coletora,21402,41
estacao_414,estacao_363,15,L2,coletora,12465,15
estacao_55,estacao_346,22,L48,avenida,16808,22
estacao_89,estacao_282,21,L22,local,15078,21
estacao_490,estacao_236,30,L26,local,17820,30
estacao_95,estacao_327,85,L28,coletora,43690,85
estacao_377,estacao_314,26,L29,local,18694,26
estacao_199,estacao_2,91,L14,avenida,58422,91
estacao_385,estacao_360,9,L37,avenida,8181,9
estacao_446,estacao_274,24,L24,coletora,14400,24
estacao_234,estacao_58,34,L43,coletora,26180,34
estacao_494,estacao_327,41,L39,coletora,33292,41
estacao_200,estacao_300,15,L23,coletora,13980,15
estacao_234,estacao_316,23,L44,local,20907,23
estacao_152,estacao_470,79,L38,avenida,66676,79
estacao_68,estacao_160,16,L16,coletora,8944,16
estacao_93,estacao_191,89,L10,local,62122,89
estacao_214,estacao_305,18,L37,coletora,12888,18
estacao_95,estacao_249,82,L35,local,79540,82
estacao_330,estacao_476,23,L36,avenida,17250,23
estacao_147,estacao_71,24,L21,coletora,19608,24
estacao_27,estacao_443,46,L1,coletora,26174,46
estacao_99,estacao_417,50,L36,local,41700,50
estacao_253,estacao_209,88,L32,coletora,75944,88
estacao_430,estacao_227,63,L11,avenida,49707,63
estacao_15,estacao_407,98,L15,coletora,50568,98
estacao_140,estacao_115,69,L19,avenida,62031,69
estacao_234,estacao_289,96,L50,coletora,74976,96
estacao_261,estacao_57,74,L8,coletora,66304,74
estacao_278,estacao_421,47,L35,avenida,41783,47
estacao_368,estacao_225,70,L14,coletora,38640,70
estacao_376,estacao_424,84,L49,avenida,54768,84
estacao_447,estacao_16,58,L17,coletora,54578,58
estacao_418,estacao_44,57,L8,avenida,34599,57
estacao_415,estacao_377,76,L45,coletora,71440,76
estacao_363,estacao_312,81,L28,avenida,66015,81
estacao_71,estacao_401,27,L14,avenida,21357,27
estacao_179,estacao_272,36,L39,local,21096,36
estacao_165,estacao_360,38,L19,local,24168,38
estacao_487,estacao_439,66,L44,avenida,37554,66
estacao_492,estacao_384,53,L4,coletora,49979,53
estacao_335,estacao_64,90,L9,avenida,51660,90
estacao_364,estacao_164,32,L49,local,22432,32
estacao_250,estacao_72,74,L41,coletora,60754,74
estacao_212,estacao_192,58,L5,local,52548,58
estacao_450,estacao_393,12,L26,local,10596,12
estacao_142,estacao_355,48,L30,coletora,32016,48
estacao_297,estacao_1,100,L47,avenida,87400,100
estacao_497,estacao_234,82,L43,local,56006,82
estacao_435,estacao_32,69,L26,avenida,68655,69
estacao_219,estacao_422,28,L32,coletora,18620,28
estacao_424,estacao_145,44,L36,local,24904,44
estacao_289,estacao_436,63,L22,local,56070,63
estacao_24,estacao_23,13,L41,coletora,6604,13
estacao_63,estacao_475,21,L29,coletora,10500,21
estacao_490,estacao_219,26,L45,avenida,24726,26
estacao_332,estacao_154,21,L18,avenida,17535,21
estacao_184,estacao_128,11,L24,local,10582,11
estacao_332,estacao_84,7,L26,local,4592,7
estacao_371,estacao_358,97,L15,coletora,80995,97
estacao_46,estacao_360,13,L1,avenida,9672,13
estacao_39,estacao_67,76,L15,local,64448,76
estacao_227,estacao_4,2,L45,coletora,1836,2
estacao_61,estacao_440,55,L45,avenida,40920,55
estacao_36,estacao_117,50,L6,local,45600,50
estacao_160,estacao_188,39,L9,coletora,34944,39
estacao_416,estacao_385,18,L42,local,10314,18
estacao_35,estacao_271,73,L1,local,60736,73
estacao_84,estacao_225,45,L47,avenida,36945,45
estacao_383,estacao_77,53,L40,local,38478,53
estacao_440,estacao_111,12,L7,avenida,10620,12
estacao_63,estacao_301,94,L25,coletora,93342,94
estacao_219,estacao_161,18,L16,coletora,14940,18
estacao_43,estacao_127,71,L39,local,61699,71
estacao_311,estacao_145,100,L45,avenida,93400,100
estacao_433,estacao_337,39,L14,local,31590,39
estacao_260,estacao_96,96,L26,coletora,79680,96
estacao_27,estacao_401,31,L32,coletora,17267,31
estacao_123,estacao_255,82,L39,avenida,63140,82
estacao_455,estacao_6,47,L21,avenida,32806,47
estacao_440,estacao_429,73,L27,coletora,56867,73
estacao_349,estacao_88,98,L31,avenida,49784,98
estacao_300,estacao_34,2,L17,avenida,1040,2
estacao_472,estacao_30,51,L33,coletora,41871,51
estacao_364,estacao_256,99,L27,coletora,85041,99
estacao_205,estacao_42,82,L35,local,66830,82
estacao_78,estacao_142,11,L20,avenida,8371,11
estacao_471,estacao_104,20,L35,coletora,14000,20
estacao_300,estacao_324,98,L42,local,81242,98
estacao_33,estacao_158,90,L28,local,88920,90
estacao_433,estacao_122,8,L16,avenida,7784,8
estacao_222,estacao_59,59,L40,local,31152,59
estacao_379,estacao_336,95,L12,avenida,48070,95
estacao_362,estacao_70,90,L1,avenida,67860,90
estacao_487,estacao_177,67,L34,local,42344,67
estacao_85,estacao_190,17,L48,coletora,14875,17
estacao_453,estacao_60,99,L2,coletora,90387,99
estacao_219,estacao_139,68,L5,coletora,58752,68
estacao_499,estacao_295,81,L5,coletora,59373,81
estacao_261,estacao_184,8,L32,local,4680,8
estacao_188,estacao_80,33,L50,avenida,31581,33
estacao_293,estacao_345,93,L8,avenida,81747,93
estacao_260,estacao_1,6,L1,avenida,3138,6
estacao_241,estacao_186,50,L10,avenida,48800,50
estacao_491,estacao_439,5,L36,local,4395,5
estacao_335,estacao_214,29,L21,avenida,20677,29
estacao_468,estacao_368,41,L18,avenida,32472,41
estacao_190,estacao_61,65,L44,avenida,38415,65
estacao_114,estacao_411,67,L3,coletora,35845,67
estacao_449,estacao_238,37,L50,coletora,24679,37
estacao_44,estacao_283,59,L1,coletora,35518,59
estacao_149,estacao_288,39,L48,local,24336,39
estacao_237,estacao_188,76,L32,avenida,66500,76
estacao_461,estacao_279,98,L16,avenida,49294,98
estacao_477,estacao_209,4,L15,local,2708,4
estacao_325,estacao_429,89,L1,coletora,44500,89
estacao_388,estacao_336,49,L48,local,32193,49
estacao_53,estacao_105,68,L16,coletora,51068,68
estacao_492,estacao_30,19,L46,coletora,10393,19
estacao_22,estacao_471,30,L34,coletora,25740,30
estacao_458,estacao_190,59,L48,avenida,47023,59
estacao_48,estacao_258,18,L41,coletora,9684,18
estacao_303,estacao_290,8,L28,local,7944,8
estacao_66,estacao_121,38,L17,coletora,37012,38
estacao_410,estacao_201,90,L48,coletora,59580,90
estacao_231,estacao_139,30,L5,avenida,17070,30
estacao_399,estacao_394,75,L7,avenida,41550,75
estacao_84,estacao_230,60,L21,coletora,33660,60
estacao_274,estacao_183,99,L14,coletora,65043,99
estacao_237,estacao_135,16,L6,avenida,14608,16
estacao_351,estacao_155,91,L45,local,47320,91
estacao_438,estacao_167,19,L6,local,11913,19
estacao_495,estacao_182,51,L33,avenida,43146,51
estacao_153,estacao_133,23,L2,coletora,21551,23
estacao_231,estacao_284,96,L36,avenida,52608,96
estacao_236,estacao_52,18,L8,avenida,9558,18
estacao_425,estacao_399,29,L9,avenida,26709,29
estacao_205,estacao_190,88,L41,local,47784,88
estacao_298,estacao_300,34,L5,avenida,18122,34
estacao_101,estacao_462,83,L29,avenida,45401,83
estacao_463,estacao_433,43,L8,avenida,42226,43
estacao_236,estacao_25,22,L37,coletora,20240,22
estacao_370,estacao_202,64,L2,coletora,54336,64
estacao_218,estacao_88,46,L14,avenida,29440,46
estacao_143,estacao_228,20,L3,local,16340,20
estacao_315,estacao_125,83,L19,coletora,58930,83
estacao_451,estacao_281,62,L4,avenida,39866,62
estacao_196,estacao_70,54,L13,local,51408,54
estacao_408,estacao_269,32,L41,local,28992,32
estacao_9,estacao_195,92,L23,coletora,71576,92
estacao_400,estacao_248,45,L37,local,29880,45
estacao_198,estacao_138,24,L2,coletora,19320,24
estacao_112,estacao_15,100,L18,avenida,91400,100
estacao_241,estacao_271,46,L50,local,28474,46
estacao_498,estacao_81,13,L16,local,8099,13
estacao_136,estacao_273,95,L4,avenida,75430,95
estacao_433,estacao_408,50,L23,avenida,29500,50
estacao_121,estacao_303,41,L48,local,28003,41
estacao_467,estacao_302,4,L46,local,2720,4
estacao_485,estacao_290,73,L10,local,71905,73
estacao_96,estacao_428,64,L35,coletora,37696,64
estacao_251,estacao_19,12,L4,avenida,9696,12
estacao_112,estacao_10,68,L31,avenida,45492,68
estacao_469,estacao_314,26,L9,coletora,22542,26
estacao_90,estacao_470,42,L4,avenida,24150,42
estacao_300,estacao_360,19,L50,avenida,17727,19
estacao_269,estacao_440,47,L5,coletora,40420,47
estacao_482,estacao_339,51,L38,avenida,34272,51
estacao_154,estacao_165,18,L11,local,17730,18
estacao_223,estacao_405,82,L32,local,54284,82
estacao_89,estacao_362,72,L45,local,64944,72
estacao_182,estacao_114,86,L38,avenida,59598,86
estacao_157,estacao_375,89,L19,avenida,52510,89
estacao_373,estacao_0,90,L37,coletora,84150,90
estacao_394,estacao_494,73,L3,avenida,58984,73
estacao_162,estacao_471,79,L15,local,62331,79
estacao_53,estacao_479,64,L10,coletora,56384,64
estacao_39,estacao_121,45,L21,avenida,37125,45
estacao_453,estacao_493,12,L46,local,9924,12
estacao_373,estacao_453,43,L29,avenida,27305,43
estacao_107,estacao_127,89,L5,coletora,56159,89
estacao_402,estacao_55,93,L1,avenida,64821,93
estacao_224,estacao_375,54,L11,coletora,40608,54
estacao_451,estacao_193,45,L35,coletora,24795,45
estacao_424,estacao_245,74,L42,local,45510,74
estacao_83,estacao_231,10,L3,coletora,5100,10
estacao_163,estacao_133,14,L5,coletora,8218,14
estacao_454,estacao_192,21,L47,avenida,16380,21
estacao_482,estacao_459,12,L22,local,9768,12
estacao_457,estacao_247,91,L2,coletora,89362,91
estacao_334,estacao_84,78,L28,avenida,41106,78
estacao_51,estacao_169,27,L13,coletora,23112,27
estacao_283,estacao_369,94,L35,coletora,78772,94
estacao_144,estacao_152,31,L7,avenida,21731,31
estacao_292,estacao_281,63,L10,avenida,43092,63
estacao_1,estacao_218,12,L19,local,9840,12
estacao_307,estacao_245,26,L7,avenida,15730,26
estacao_87,estacao_326,38,L6,coletora,35416,38
estacao_59,estacao_157,51,L31,coletora,48858,51
estacao_338,estacao_135,12,L42,local,8376,12
estacao_94,estacao_189,49,L24,avenida,35672,49
estacao_22,estacao_134,57,L30,coletora,35055,57
estacao_428,estacao_137,73,L4,avenida,64605,73
estacao_356,estacao_341,13,L6,local,8788,13
estacao_413,estacao_277,53,L49,local,32648,53
estacao_283,estacao_31,50,L34,coletora,49700,50
estacao_274,estacao_351,61,L37,avenida,45323,61
estacao_153,estacao_40,51,L46,avenida,38607,51
estacao_292,estacao_461,67,L37,local,54739,67
estacao_75,estacao_61,97,L29,avenida,95545,97
estacao_85,estacao_497,28,L13,avenida,14588,28
estacao_216,estacao_40,88,L28,avenida,81048,88
estacao_321,estacao_75,77,L17,coletora,74382,77
estacao_372,estacao_468,9,L6,coletora,7056,9
estacao_203,estacao_282,42,L18,local,30828,42
estacao_469,estacao_447,2,L45,local,1600,2
estacao_267,estacao_400,54,L8,coletora,31104,54
estacao_75,estacao_290,76,L38,avenida,73948,76
estacao_54,estacao_288,100,L7,coletora,94400,100
estacao_274,estacao_450,45,L27,coletora,31320,45
estacao_335,estacao_248,74,L39,coletora,38406,74
estacao_88,estacao_141,52,L10,local,42172,52
estacao_348,estacao_355,52,L3,coletora,49660,52
estacao_450,estacao_169,89,L16,avenida,78409,89
estacao_243,estacao_471,35,L24,avenida,23520,35
estacao_418,estacao_406,39,L20,coletora,36309,39
estacao_251,estacao_439,90,L44,avenida,89730,90
estacao_444,estacao_116,18,L20,local,13068,18
estacao_396,estacao_422,42,L18,local,29946,42
estacao_309,estacao_330,12,L13,coletora,7296,12
estacao_467,estacao_421,53,L48,coletora,47064,53
estacao_264,estacao_444,48,L4,local,43440,48
estacao_81,estacao_33,40,L46,local,28240,40
estacao_69,estacao_399,68,L37,avenida,39984,68
estacao_98,estacao_448,26,L4,avenida,13416,26
estacao_233,estacao_25,47,L46,avenida,30080,47
estacao_188,estacao_421,60,L33,coletora,49500,60
estacao_472,estacao_63,88,L2,avenida,60720,88
estacao_250,estacao_304,58,L12,coletora,46400,58
estacao_282,estacao_179,45,L11,coletora,39735,45
estacao_425,estacao_352,12,L19,avenida,8364,12
estacao_25,estacao_83,74,L50,avenida,69412,74
estacao_113,estacao_331,29,L44,avenida,18473,29
estacao_333,estacao_209,66,L2,local,33264,66
estacao_242,estacao_466,17,L42,avenida,13719,17
estacao_410,estacao_4,29,L17,local,26448,29
estacao_482,estacao_156,92,L46,local,58880,92
estacao_216,estacao_458,49,L23,coletora,30821,49
estacao_111,estacao_238,39,L44,local,35958,39
estacao_319,estacao_203,75,L7,avenida,57075,75
estacao_339,estacao_494,48,L36,local,38592,48
estacao_311,estacao_144,39,L44,avenida,29094,39
estacao_32,estacao_172,36,L41,coletora,33876,36
estacao_141,estacao_133,84,L46,local,54768,84
estacao_96,estacao_76,67,L49,avenida,64320,67
estacao_29,estacao_412,77,L26,local,51051,77
estacao_348,estacao_71,93,L2,local,70122,93
estacao_151,estacao_132,54,L26,coletora,47358,54
estacao_18,estacao_298,91,L37,avenida,61425,91
estacao_371,estacao_365,29,L44,local,23954,29
estacao_401,estacao_243,86,L23,local,56158,86
estacao_432,estacao_87,85,L36,avenida,55250,85
estacao_49,estacao_241,17,L48,coletora,14807,17
estacao_413,estacao_286,98,L12,local,94080,98
estacao_171,estacao_335,12,L15,coletora,7368,12
estacao_381,estacao_446,40,L27,coletora,27600,40
estacao_133,estacao_299,38,L30,avenida,28120,38
estacao_324,estacao_298,75,L40,avenida,55575,75
estacao_455,estacao_99,65,L8,local,45175,65
estacao_271,estacao_152,53,L4,avenida,30210,53
estacao_102,estacao_175,53,L37,coletora,30369,53
estacao_161,estacao_441,92,L12,avenida,68908,92
estacao_170,estacao_323,23,L21,local,12167,23
estacao_2,estacao_231,36,L14,avenida,28620,36
estacao_391,estacao_81,63,L49,avenida,35658,63
estacao_314,estacao_222,82,L28,coletora,58958,82
estacao_494,estacao_244,50,L1,avenida,38650,50
estacao_102,estacao_374,48,L1,coletora,42576,48
estacao_426,estacao_271,25,L2,local,12550,25
estacao_320,estacao_375,32,L15,local,30368,32
estacao_176,estacao_159,17,L7,coletora,12869,17
estacao_301,estacao_156,22,L5,avenida,14344,22
estacao_485,estacao_148,59,L47,local,47495,59
